task_id,family,dataset,method,method_name,estimator,seed,train_size
51,regression,data_ca_housing,split_conformal,split_conformal,Lasso,782,0.8
52,regression,data_ca_housing,split_conformal,split_conformal,ElasticNet,782,0.8
53,regression,data_ca_housing,split_conformal,split_conformal,MLP,782,0.8
54,regression,data_ca_housing,split_conformal,split_conformal,XGBoost,783,0.8
55,regression,data_ca_housing,split_conformal,split_conformal,RandomForest,783,0.8
56,regression,data_ca_housing,split_conformal,split_conformal,ExtraTrees,783,0.8
57,regression,data_ca_housing,split_conformal,split_conformal,AdaBoost,783,0.8
58,regression,data_ca_housing,split_conformal,split_conformal,OLS,783,0.8
59,regression,data_ca_housing,split_conformal,split_conformal,Ridge,783,0.8
60,regression,data_ca_housing,split_conformal,split_conformal,Lasso,783,0.8
61,regression,data_ca_housing,split_conformal,split_conformal,ElasticNet,783,0.8
62,regression,data_ca_housing,split_conformal,split_conformal,MLP,783,0.8
63,regression,data_ca_housing,split_conformal,split_conformal,XGBoost,784,0.8
64,regression,data_ca_housing,split_conformal,split_conformal,RandomForest,784,0.8
65,regression,data_ca_housing,split_conformal,split_conformal,ExtraTrees,784,0.8
66,regression,data_ca_housing,split_conformal,split_conformal,AdaBoost,784,0.8
67,regression,data_ca_housing,split_conformal,split_conformal,OLS,784,0.8
68,regression,data_ca_housing,split_conformal,split_conformal,Ridge,784,0.8
69,regression,data_ca_housing,split_conformal,split_conformal,Lasso,784,0.8
70,regression,data_ca_housing,split_conformal,split_conformal,ElasticNet,784,0.8
71,regression,data_ca_housing,split_conformal,split_conformal,MLP,784,0.8
72,regression,data_ca_housing,split_conformal,split_conformal,XGBoost,785,0.8
73,regression,data_ca_housing,split_conformal,split_conformal,RandomForest,785,0.8
74,regression,data_ca_housing,split_conformal,split_conformal,ExtraTrees,785,0.8
75,regression,data_ca_housing,split_conformal,split_conformal,AdaBoost,785,0.8
76,regression,data_ca_housing,split_conformal,split_conformal,OLS,785,0.8
77,regression,data_ca_housing,split_conformal,split_conformal,Ridge,785,0.8
78,regression,data_ca_housing,split_conformal,split_conformal,Lasso,785,0.8
79,regression,data_ca_housing,split_conformal,split_conformal,ElasticNet,785,0.8
80,regression,data_ca_housing,split_conformal,split_conformal,MLP,785,0.8
81,regression,data_ca_housing,split_conformal,split_conformal,XGBoost,786,0.8
82,regression,data_ca_housing,split_conformal,split_conformal,RandomForest,786,0.8
83,regression,data_ca_housing,split_conformal,split_conformal,ExtraTrees,786,0.8
84,regression,data_ca_housing,split_conformal,split_conformal,AdaBoost,786,0.8
85,regression,data_ca_housing,split_conformal,split_conformal,OLS,786,0.8
86,regression,data_ca_housing,split_conformal,split_conformal,Ridge,786,0.8
87,regression,data_ca_housing,split_conformal,split_conformal,Lasso,786,0.8
88,regression,data_ca_housing,split_conformal,split_conformal,ElasticNet,786,0.8
89,regression,data_ca_housing,split_conformal,split_conformal,MLP,786,0.8
90,regression,data_diamond,split_conformal,split_conformal,XGBoost,777,0.8
91,regression,data_diamond,split_conformal,split_conformal,RandomForest,777,0.8
92,regression,data_diamond,split_conformal,split_conformal,ExtraTrees,777,0.8
93,regression,data_diamond,split_conformal,split_conformal,AdaBoost,777,0.8
94,regression,data_diamond,split_conformal,split_conformal,OLS,777,0.8
95,regression,data_diamond,split_conformal,split_conformal,Ridge,777,0.8
96,regression,data_diamond,split_conformal,split_conformal,Lasso,777,0.8
97,regression,data_diamond,split_conformal,split_conformal,ElasticNet,777,0.8
98,regression,data_diamond,split_conformal,split_conformal,MLP,777,0.8
99,regression,data_diamond,split_conformal,split_conformal,XGBoost,778,0.8
100,regression,data_diamond,split_conformal,split_conformal,RandomForest,778,0.8
101,regression,data_diamond,split_conformal,split_conformal,ExtraTrees,778,0.8
102,regression,data_diamond,split_conformal,split_conformal,AdaBoost,778,0.8
103,regression,data_diamond,split_conformal,split_conformal,OLS,778,0.8
104,regression,data_diamond,split_conformal,split_conformal,Ridge,778,0.8
105,regression,data_diamond,split_conformal,split_conformal,Lasso,778,0.8
106,regression,data_diamond,split_conformal,split_conformal,ElasticNet,778,0.8
107,regression,data_diamond,split_conformal,split_conformal,MLP,778,0.8
108,regression,data_diamond,split_conformal,split_conformal,XGBoost,779,0.8
109,regression,data_diamond,split_conformal,split_conformal,RandomForest,779,0.8
110,regression,data_diamond,split_conformal,split_conformal,ExtraTrees,779,0.8
111,regression,data_diamond,split_conformal,split_conformal,AdaBoost,779,0.8
112,regression,data_diamond,split_conformal,split_conformal,OLS,779,0.8
113,regression,data_diamond,split_conformal,split_conformal,Ridge,779,0.8
114,regression,data_diamond,split_conformal,split_conformal,Lasso,779,0.8
115,regression,data_diamond,split_conformal,split_conformal,ElasticNet,779,0.8
116,regression,data_diamond,split_conformal,split_conformal,MLP,779,0.8
117,regression,data_diamond,split_conformal,split_conformal,XGBoost,780,0.8
118,regression,data_diamond,split_conformal,split_conformal,RandomForest,780,0.8
119,regression,data_diamond,split_conformal,split_conformal,ExtraTrees,780,0.8
120,regression,data_diamond,split_conformal,split_conformal,AdaBoost,780,0.8
121,regression,data_diamond,split_conformal,split_conformal,OLS,780,0.8
122,regression,data_diamond,split_conformal,split_conformal,Ridge,780,0.8
123,regression,data_diamond,split_conformal,split_conformal,Lasso,780,0.8
124,regression,data_diamond,split_conformal,split_conformal,ElasticNet,780,0.8
125,regression,data_diamond,split_conformal,split_conformal,MLP,780,0.8
126,regression,data_diamond,split_conformal,split_conformal,XGBoost,781,0.8
127,regression,data_diamond,split_conformal,split_conformal,RandomForest,781,0.8
128,regression,data_diamond,split_conformal,split_conformal,ExtraTrees,781,0.8
129,regression,data_diamond,split_conformal,split_conformal,AdaBoost,781,0.8
130,regression,data_diamond,split_conformal,split_conformal,OLS,781,0.8
131,regression,data_diamond,split_conformal,split_conformal,Ridge,781,0.8
132,regression,data_diamond,split_conformal,split_conformal,Lasso,781,0.8
133,regression,data_diamond,split_conformal,split_conformal,ElasticNet,781,0.8
134,regression,data_diamond,split_conformal,split_conformal,MLP,781,0.8
135,regression,data_diamond,split_conformal,split_conformal,XGBoost,782,0.8
136,regression,data_diamond,split_conformal,split_conformal,RandomForest,782,0.8
137,regression,data_diamond,split_conformal,split_conformal,ExtraTrees,782,0.8
138,regression,data_diamond,split_conformal,split_conformal,AdaBoost,782,0.8
139,regression,data_diamond,split_conformal,split_conformal,OLS,782,0.8
140,regression,data_diamond,split_conformal,split_conformal,Ridge,782,0.8
141,regression,data_diamond,split_conformal,split_conformal,Lasso,782,0.8
142,regression,data_diamond,split_conformal,split_conformal,ElasticNet,782,0.8
143,regression,data_diamond,split_conformal,split_conformal,MLP,782,0.8
144,regression,data_diamond,split_conformal,split_conformal,XGBoost,783,0.8
145,regression,data_diamond,split_conformal,split_conformal,RandomForest,783,0.8
146,regression,data_diamond,split_conformal,split_conformal,ExtraTrees,783,0.8
147,regression,data_diamond,split_conformal,split_conformal,AdaBoost,783,0.8
148,regression,data_diamond,split_conformal,split_conformal,OLS,783,0.8
149,regression,data_diamond,split_conformal,split_conformal,Ridge,783,0.8
150,regression,data_diamond,split_conformal,split_conformal,Lasso,783,0.8
151,regression,data_diamond,split_conformal,split_conformal,ElasticNet,783,0.8
152,regression,data_diamond,split_conformal,split_conformal,MLP,783,0.8
153,regression,data_diamond,split_conformal,split_conformal,XGBoost,784,0.8
154,regression,data_diamond,split_conformal,split_conformal,RandomForest,784,0.8
155,regression,data_diamond,split_conformal,split_conformal,ExtraTrees,784,0.8
156,regression,data_diamond,split_conformal,split_conformal,AdaBoost,784,0.8
157,regression,data_diamond,split_conformal,split_conformal,OLS,784,0.8
158,regression,data_diamond,split_conformal,split_conformal,Ridge,784,0.8
159,regression,data_diamond,split_conformal,split_conformal,Lasso,784,0.8
160,regression,data_diamond,split_conformal,split_conformal,ElasticNet,784,0.8
161,regression,data_diamond,split_conformal,split_conformal,MLP,784,0.8
162,regression,data_diamond,split_conformal,split_conformal,XGBoost,785,0.8
163,regression,data_diamond,split_conformal,split_conformal,RandomForest,785,0.8
164,regression,data_diamond,split_conformal,split_conformal,ExtraTrees,785,0.8
165,regression,data_diamond,split_conformal,split_conformal,AdaBoost,785,0.8
166,regression,data_diamond,split_conformal,split_conformal,OLS,785,0.8
167,regression,data_diamond,split_conformal,split_conformal,Ridge,785,0.8
168,regression,data_diamond,split_conformal,split_conformal,Lasso,785,0.8
169,regression,data_diamond,split_conformal,split_conformal,ElasticNet,785,0.8
170,regression,data_diamond,split_conformal,split_conformal,MLP,785,0.8
171,regression,data_diamond,split_conformal,split_conformal,XGBoost,786,0.8
172,regression,data_diamond,split_conformal,split_conformal,RandomForest,786,0.8
173,regression,data_diamond,split_conformal,split_conformal,ExtraTrees,786,0.8
174,regression,data_diamond,split_conformal,split_conformal,AdaBoost,786,0.8
175,regression,data_diamond,split_conformal,split_conformal,OLS,786,0.8
176,regression,data_diamond,split_conformal,split_conformal,Ridge,786,0.8
177,regression,data_diamond,split_conformal,split_conformal,Lasso,786,0.8
178,regression,data_diamond,split_conformal,split_conformal,ElasticNet,786,0.8
179,regression,data_diamond,split_conformal,split_conformal,MLP,786,0.8
180,regression,data_parkinsons,split_conformal,split_conformal,XGBoost,777,0.8
181,regression,data_parkinsons,split_conformal,split_conformal,RandomForest,777,0.8
182,regression,data_parkinsons,split_conformal,split_conformal,ExtraTrees,777,0.8
183,regression,data_parkinsons,split_conformal,split_conformal,AdaBoost,777,0.8
184,regression,data_parkinsons,split_conformal,split_conformal,OLS,777,0.8
185,regression,data_parkinsons,split_conformal,split_conformal,Ridge,777,0.8
186,regression,data_parkinsons,split_conformal,split_conformal,Lasso,777,0.8
187,regression,data_parkinsons,split_conformal,split_conformal,ElasticNet,777,0.8
188,regression,data_parkinsons,split_conformal,split_conformal,MLP,777,0.8
189,regression,data_parkinsons,split_conformal,split_conformal,XGBoost,778,0.8
190,regression,data_parkinsons,split_conformal,split_conformal,RandomForest,778,0.8
191,regression,data_parkinsons,split_conformal,split_conformal,ExtraTrees,778,0.8
192,regression,data_parkinsons,split_conformal,split_conformal,AdaBoost,778,0.8
193,regression,data_parkinsons,split_conformal,split_conformal,OLS,778,0.8
194,regression,data_parkinsons,split_conformal,split_conformal,Ridge,778,0.8
195,regression,data_parkinsons,split_conformal,split_conformal,Lasso,778,0.8
196,regression,data_parkinsons,split_conformal,split_conformal,ElasticNet,778,0.8
197,regression,data_parkinsons,split_conformal,split_conformal,MLP,778,0.8
198,regression,data_parkinsons,split_conformal,split_conformal,XGBoost,779,0.8
199,regression,data_parkinsons,split_conformal,split_conformal,RandomForest,779,0.8
200,regression,data_parkinsons,split_conformal,split_conformal,ExtraTrees,779,0.8
201,regression,data_parkinsons,split_conformal,split_conformal,AdaBoost,779,0.8
202,regression,data_parkinsons,split_conformal,split_conformal,OLS,779,0.8
203,regression,data_parkinsons,split_conformal,split_conformal,Ridge,779,0.8
204,regression,data_parkinsons,split_conformal,split_conformal,Lasso,779,0.8
205,regression,data_parkinsons,split_conformal,split_conformal,ElasticNet,779,0.8
206,regression,data_parkinsons,split_conformal,split_conformal,MLP,779,0.8
207,regression,data_parkinsons,split_conformal,split_conformal,XGBoost,780,0.8
208,regression,data_parkinsons,split_conformal,split_conformal,RandomForest,780,0.8
209,regression,data_parkinsons,split_conformal,split_conformal,ExtraTrees,780,0.8
210,regression,data_parkinsons,split_conformal,split_conformal,AdaBoost,780,0.8
211,regression,data_parkinsons,split_conformal,split_conformal,OLS,780,0.8
212,regression,data_parkinsons,split_conformal,split_conformal,Ridge,780,0.8
213,regression,data_parkinsons,split_conformal,split_conformal,Lasso,780,0.8
214,regression,data_parkinsons,split_conformal,split_conformal,ElasticNet,780,0.8
215,regression,data_parkinsons,split_conformal,split_conformal,MLP,780,0.8
216,regression,data_parkinsons,split_conformal,split_conformal,XGBoost,781,0.8
217,regression,data_parkinsons,split_conformal,split_conformal,RandomForest,781,0.8
218,regression,data_parkinsons,split_conformal,split_conformal,ExtraTrees,781,0.8
219,regression,data_parkinsons,split_conformal,split_conformal,AdaBoost,781,0.8
220,regression,data_parkinsons,split_conformal,split_conformal,OLS,781,0.8
221,regression,data_parkinsons,split_conformal,split_conformal,Ridge,781,0.8
222,regression,data_parkinsons,split_conformal,split_conformal,Lasso,781,0.8
223,regression,data_parkinsons,split_conformal,split_conformal,ElasticNet,781,0.8
224,regression,data_parkinsons,split_conformal,split_conformal,MLP,781,0.8
225,regression,data_parkinsons,split_conformal,split_conformal,XGBoost,782,0.8
226,regression,data_parkinsons,split_conformal,split_conformal,RandomForest,782,0.8
227,regression,data_parkinsons,split_conformal,split_conformal,ExtraTrees,782,0.8
228,regression,data_parkinsons,split_conformal,split_conformal,AdaBoost,782,0.8
229,regression,data_parkinsons,split_conformal,split_conformal,OLS,782,0.8
230,regression,data_parkinsons,split_conformal,split_conformal,Ridge,782,0.8
231,regression,data_parkinsons,split_conformal,split_conformal,Lasso,782,0.8
232,regression,data_parkinsons,split_conformal,split_conformal,ElasticNet,782,0.8
233,regression,data_parkinsons,split_conformal,split_conformal,MLP,782,0.8
234,regression,data_parkinsons,split_conformal,split_conformal,XGBoost,783,0.8
235,regression,data_parkinsons,split_conformal,split_conformal,RandomForest,783,0.8
236,regression,data_parkinsons,split_conformal,split_conformal,ExtraTrees,783,0.8
237,regression,data_parkinsons,split_conformal,split_conformal,AdaBoost,783,0.8
238,regression,data_parkinsons,split_conformal,split_conformal,OLS,783,0.8
239,regression,data_parkinsons,split_conformal,split_conformal,Ridge,783,0.8
240,regression,data_parkinsons,split_conformal,split_conformal,Lasso,783,0.8
241,regression,data_parkinsons,split_conformal,split_conformal,ElasticNet,783,0.8
242,regression,data_parkinsons,split_conformal,split_conformal,MLP,783,0.8
243,regression,data_parkinsons,split_conformal,split_conformal,XGBoost,784,0.8
244,regression,data_parkinsons,split_conformal,split_conformal,RandomForest,784,0.8
245,regression,data_parkinsons,split_conformal,split_conformal,ExtraTrees,784,0.8
246,regression,data_parkinsons,split_conformal,split_conformal,AdaBoost,784,0.8
247,regression,data_parkinsons,split_conformal,split_conformal,OLS,784,0.8
248,regression,data_parkinsons,split_conformal,split_conformal,Ridge,784,0.8
249,regression,data_parkinsons,split_conformal,split_conformal,Lasso,784,0.8
250,regression,data_parkinsons,split_conformal,split_conformal,ElasticNet,784,0.8
251,regression,data_parkinsons,split_conformal,split_conformal,MLP,784,0.8
252,regression,data_parkinsons,split_conformal,split_conformal,XGBoost,785,0.8
253,regression,data_parkinsons,split_conformal,split_conformal,RandomForest,785,0.8
254,regression,data_parkinsons,split_conformal,split_conformal,ExtraTrees,785,0.8
255,regression,data_parkinsons,split_conformal,split_conformal,AdaBoost,785,0.8
256,regression,data_parkinsons,split_conformal,split_conformal,OLS,785,0.8
257,regression,data_parkinsons,split_conformal,split_conformal,Ridge,785,0.8
258,regression,data_parkinsons,split_conformal,split_conformal,Lasso,785,0.8
259,regression,data_parkinsons,split_conformal,split_conformal,ElasticNet,785,0.8
260,regression,data_parkinsons,split_conformal,split_conformal,MLP,785,0.8
261,regression,data_parkinsons,split_conformal,split_conformal,XGBoost,786,0.8
262,regression,data_parkinsons,split_conformal,split_conformal,RandomForest,786,0.8
263,regression,data_parkinsons,split_conformal,split_conformal,ExtraTrees,786,0.8
264,regression,data_parkinsons,split_conformal,split_conformal,AdaBoost,786,0.8
265,regression,data_parkinsons,split_conformal,split_conformal,OLS,786,0.8
266,regression,data_parkinsons,split_conformal,split_conformal,Ridge,786,0.8
267,regression,data_parkinsons,split_conformal,split_conformal,Lasso,786,0.8
268,regression,data_parkinsons,split_conformal,split_conformal,ElasticNet,786,0.8
269,regression,data_parkinsons,split_conformal,split_conformal,MLP,786,0.8
270,regression,data_airfoil,split_conformal,split_conformal,XGBoost,777,0.8
271,regression,data_airfoil,split_conformal,split_conformal,RandomForest,777,0.8
272,regression,data_airfoil,split_conformal,split_conformal,ExtraTrees,777,0.8
273,regression,data_airfoil,split_conformal,split_conformal,AdaBoost,777,0.8
274,regression,data_airfoil,split_conformal,split_conformal,OLS,777,0.8
275,regression,data_airfoil,split_conformal,split_conformal,Ridge,777,0.8
276,regression,data_airfoil,split_conformal,split_conformal,Lasso,777,0.8
277,regression,data_airfoil,split_conformal,split_conformal,ElasticNet,777,0.8
278,regression,data_airfoil,split_conformal,split_conformal,MLP,777,0.8
279,regression,data_airfoil,split_conformal,split_conformal,XGBoost,778,0.8
280,regression,data_airfoil,split_conformal,split_conformal,RandomForest,778,0.8
281,regression,data_airfoil,split_conformal,split_conformal,ExtraTrees,778,0.8
282,regression,data_airfoil,split_conformal,split_conformal,AdaBoost,778,0.8
283,regression,data_airfoil,split_conformal,split_conformal,OLS,778,0.8
284,regression,data_airfoil,split_conformal,split_conformal,Ridge,778,0.8
285,regression,data_airfoil,split_conformal,split_conformal,Lasso,778,0.8
286,regression,data_airfoil,split_conformal,split_conformal,ElasticNet,778,0.8
287,regression,data_airfoil,split_conformal,split_conformal,MLP,778,0.8
288,regression,data_airfoil,split_conformal,split_conformal,XGBoost,779,0.8
289,regression,data_airfoil,split_conformal,split_conformal,RandomForest,779,0.8
290,regression,data_airfoil,split_conformal,split_conformal,ExtraTrees,779,0.8
291,regression,data_airfoil,split_conformal,split_conformal,AdaBoost,779,0.8
292,regression,data_airfoil,split_conformal,split_conformal,OLS,779,0.8
293,regression,data_airfoil,split_conformal,split_conformal,Ridge,779,0.8
294,regression,data_airfoil,split_conformal,split_conformal,Lasso,779,0.8
295,regression,data_airfoil,split_conformal,split_conformal,ElasticNet,779,0.8
296,regression,data_airfoil,split_conformal,split_conformal,MLP,779,0.8
297,regression,data_airfoil,split_conformal,split_conformal,XGBoost,780,0.8
298,regression,data_airfoil,split_conformal,split_conformal,RandomForest,780,0.8
299,regression,data_airfoil,split_conformal,split_conformal,ExtraTrees,780,0.8
300,regression,data_airfoil,split_conformal,split_conformal,AdaBoost,780,0.8
301,regression,data_airfoil,split_conformal,split_conformal,OLS,780,0.8
302,regression,data_airfoil,split_conformal,split_conformal,Ridge,780,0.8
303,regression,data_airfoil,split_conformal,split_conformal,Lasso,780,0.8
304,regression,data_airfoil,split_conformal,split_conformal,ElasticNet,780,0.8
305,regression,data_airfoil,split_conformal,split_conformal,MLP,780,0.8
306,regression,data_airfoil,split_conformal,split_conformal,XGBoost,781,0.8
307,regression,data_airfoil,split_conformal,split_conformal,RandomForest,781,0.8
308,regression,data_airfoil,split_conformal,split_conformal,ExtraTrees,781,0.8
309,regression,data_airfoil,split_conformal,split_conformal,AdaBoost,781,0.8
310,regression,data_airfoil,split_conformal,split_conformal,OLS,781,0.8
311,regression,data_airfoil,split_conformal,split_conformal,Ridge,781,0.8
312,regression,data_airfoil,split_conformal,split_conformal,Lasso,781,0.8
313,regression,data_airfoil,split_conformal,split_conformal,ElasticNet,781,0.8
314,regression,data_airfoil,split_conformal,split_conformal,MLP,781,0.8
315,regression,data_airfoil,split_conformal,split_conformal,XGBoost,782,0.8
316,regression,data_airfoil,split_conformal,split_conformal,RandomForest,782,0.8
317,regression,data_airfoil,split_conformal,split_conformal,ExtraTrees,782,0.8
318,regression,data_airfoil,split_conformal,split_conformal,AdaBoost,782,0.8
319,regression,data_airfoil,split_conformal,split_conformal,OLS,782,0.8
320,regression,data_airfoil,split_conformal,split_conformal,Ridge,782,0.8
321,regression,data_airfoil,split_conformal,split_conformal,Lasso,782,0.8
322,regression,data_airfoil,split_conformal,split_conformal,ElasticNet,782,0.8
323,regression,data_airfoil,split_conformal,split_conformal,MLP,782,0.8
324,regression,data_airfoil,split_conformal,split_conformal,XGBoost,783,0.8
325,regression,data_airfoil,split_conformal,split_conformal,RandomForest,783,0.8
326,regression,data_airfoil,split_conformal,split_conformal,ExtraTrees,783,0.8
327,regression,data_airfoil,split_conformal,split_conformal,AdaBoost,783,0.8
328,regression,data_airfoil,split_conformal,split_conformal,OLS,783,0.8
329,regression,data_airfoil,split_conformal,split_conformal,Ridge,783,0.8
330,regression,data_airfoil,split_conformal,split_conformal,Lasso,783,0.8
331,regression,data_airfoil,split_conformal,split_conformal,ElasticNet,783,0.8
332,regression,data_airfoil,split_conformal,split_conformal,MLP,783,0.8
333,regression,data_airfoil,split_conformal,split_conformal,XGBoost,784,0.8
334,regression,data_airfoil,split_conformal,split_conformal,RandomForest,784,0.8
335,regression,data_airfoil,split_conformal,split_conformal,ExtraTrees,784,0.8
336,regression,data_airfoil,split_conformal,split_conformal,AdaBoost,784,0.8
337,regression,data_airfoil,split_conformal,split_conformal,OLS,784,0.8
338,regression,data_airfoil,split_conformal,split_conformal,Ridge,784,0.8
339,regression,data_airfoil,split_conformal,split_conformal,Lasso,784,0.8
340,regression,data_airfoil,split_conformal,split_conformal,ElasticNet,784,0.8
341,regression,data_airfoil,split_conformal,split_conformal,MLP,784,0.8
342,regression,data_airfoil,split_conformal,split_conformal,XGBoost,785,0.8
343,regression,data_airfoil,split_conformal,split_conformal,RandomForest,785,0.8
344,regression,data_airfoil,split_conformal,split_conformal,ExtraTrees,785,0.8
345,regression,data_airfoil,split_conformal,split_conformal,AdaBoost,785,0.8
346,regression,data_airfoil,split_conformal,split_conformal,OLS,785,0.8
347,regression,data_airfoil,split_conformal,split_conformal,Ridge,785,0.8
348,regression,data_airfoil,split_conformal,split_conformal,Lasso,785,0.8
349,regression,data_airfoil,split_conformal,split_conformal,ElasticNet,785,0.8
350,regression,data_airfoil,split_conformal,split_conformal,MLP,785,0.8
351,regression,data_airfoil,split_conformal,split_conformal,XGBoost,786,0.8
352,regression,data_airfoil,split_conformal,split_conformal,RandomForest,786,0.8
353,regression,data_airfoil,split_conformal,split_conformal,ExtraTrees,786,0.8
354,regression,data_airfoil,split_conformal,split_conformal,AdaBoost,786,0.8
355,regression,data_airfoil,split_conformal,split_conformal,OLS,786,0.8
356,regression,data_airfoil,split_conformal,split_conformal,Ridge,786,0.8
357,regression,data_airfoil,split_conformal,split_conformal,Lasso,786,0.8
358,regression,data_airfoil,split_conformal,split_conformal,ElasticNet,786,0.8
359,regression,data_airfoil,split_conformal,split_conformal,MLP,786,0.8
360,regression,data_computer,split_conformal,split_conformal,XGBoost,777,0.8
361,regression,data_computer,split_conformal,split_conformal,RandomForest,777,0.8
362,regression,data_computer,split_conformal,split_conformal,ExtraTrees,777,0.8
363,regression,data_computer,split_conformal,split_conformal,AdaBoost,777,0.8
364,regression,data_computer,split_conformal,split_conformal,OLS,777,0.8
365,regression,data_computer,split_conformal,split_conformal,Ridge,777,0.8
366,regression,data_computer,split_conformal,split_conformal,Lasso,777,0.8
367,regression,data_computer,split_conformal,split_conformal,ElasticNet,777,0.8
368,regression,data_computer,split_conformal,split_conformal,MLP,777,0.8
369,regression,data_computer,split_conformal,split_conformal,XGBoost,778,0.8
370,regression,data_computer,split_conformal,split_conformal,RandomForest,778,0.8
371,regression,data_computer,split_conformal,split_conformal,ExtraTrees,778,0.8
372,regression,data_computer,split_conformal,split_conformal,AdaBoost,778,0.8
373,regression,data_computer,split_conformal,split_conformal,OLS,778,0.8
374,regression,data_computer,split_conformal,split_conformal,Ridge,778,0.8
375,regression,data_computer,split_conformal,split_conformal,Lasso,778,0.8
376,regression,data_computer,split_conformal,split_conformal,ElasticNet,778,0.8
377,regression,data_computer,split_conformal,split_conformal,MLP,778,0.8
378,regression,data_computer,split_conformal,split_conformal,XGBoost,779,0.8
379,regression,data_computer,split_conformal,split_conformal,RandomForest,779,0.8
380,regression,data_computer,split_conformal,split_conformal,ExtraTrees,779,0.8
381,regression,data_computer,split_conformal,split_conformal,AdaBoost,779,0.8
382,regression,data_computer,split_conformal,split_conformal,OLS,779,0.8
383,regression,data_computer,split_conformal,split_conformal,Ridge,779,0.8
384,regression,data_computer,split_conformal,split_conformal,Lasso,779,0.8
385,regression,data_computer,split_conformal,split_conformal,ElasticNet,779,0.8
386,regression,data_computer,split_conformal,split_conformal,MLP,779,0.8
387,regression,data_computer,split_conformal,split_conformal,XGBoost,780,0.8
